id,name,isbn,author_ids,publisher_id,date_published,gender
library_book_82881_d54e014c,Out of the Blue,0451527038,Sally Mandel,Ballantine Books,06-05-1957,cuento
library_book_82731_4147c8e0,Out of the Deep I Cry : A Clare Fergusson/Russ Van Alstyne Mystery,1590520777,Julia Spencer-Fleming,St. Martin's Minotaur,02-11-1967,égloga
library_book_83140_e10f8c38,Outhouses of Alaska,0590484672,Harry M. Walker,Epicenter Press,07-05-1969,carta
library_book_2010_ec2ad9c6,PLEADING GUILTY,0975311255,Scott Turow,Audioworks,15-07-1952,crónica
library_book_83414_7c6dad52,PRIME TIME : PRIME TIME,0743237188,Judy Collins,Pocket,23-12-1961,crónica
library_book_2058_db327b54,Pacific Northwest,0553586122,Hans Johannes Hoefer,Chambers Harrap Publishers Ltd,04-09-1982,novela
library_book_83311_ecb612e4,Pale Fire: A Novel (Vintage International),0553584510,Vladimir Vladimirovich Nabokov,Vintage Books USA,23-02-2004,ensayo
library_book_82823_fe874012,Paroles de Poilus : Lettres et carnets du front 1914-1918,0345341201,Collectif,J'ai lu,05-08-1983,crónica
library_book_82185_bccde9a5,Pasquale's Nose: Idle Days in an Italian Town,1551662744,Michael Rips,Back Bay Books,09-01-1998,novela
library_book_82750_131f47da,Passing for Thin : Losing Half My Weight and Finding My Self,0440175623,FRANCES KUFFEL,Broadway,20-11-1950,carta
library_book_83238_8bb955ab,Patapim e patapam (Le formiche),0440216842,Antonio Albanese,Baldini&amp,21-06-1996,carta
library_book_83045_f47d5e2d,Patriot Games,0345443284,Tom Clancy,Berkley Publishing Group,26-10-1977,crónica
library_book_82315_8f65184a,Patty Jane's House of Curl (Ballantine Reader's Circle),0553285653,LORNA LANDVIK,Ballantine Books,17-12-1999,ensayo
library_book_83447_171ca6f0,Pearl in the Mist (Landry),0394800133,V.C. Andrews,Pocket,16-11-2000,crónica
library_book_84017_c94865a9,Peeling the Onion (Laurel Leaf Books),0060972777,Wendy Orr,Laurel-Leaf Books,12-10-1986,ensayo
library_book_82252_7ef00e19,Pen Pals,0064401472,Olivia Goldsmith,Signet Book,25-01-2005,ensayo
library_book_83898_720d11a9,People of the Lie,0156001942,M. Scott Peck,Touchstone,11-07-1992,égloga
library_book_82972_81f15d0a,"People of the Wolf (The First North Americans series, Book 1)",055326382X,W. Michael Gear,Tor Books,24-08-1971,cuento
library_book_83566_4e471fd7,Perfect Skin: A Novel,0345418018,Nick Earls,St. Martin's Press,05-01-1977,ensayo
library_book_83738_946cb032,Pet Sematary,0684801469,Stephen King,Pocket,14-12-2006,égloga
library_book_82316_503aba95,Pet Sematary,0393961192,Stephen King,Signet Book,11-08-1993,novela
library_book_83903_1b019805,Pet-Rified!,9997522052,Dean Marney,Scholastic,23-05-1989,crónica
library_book_82302_844adfb7,Petals on the River,0872203492,Kathleen E. Woodiwiss,Avon Trade,26-04-1976,novela
library_book_82344_141f8b39,Peter Pan: The Original Story (Peter Pan),0312420145,J. M. Barrie,HarperFestival,02-01-1974,novela
library_book_83724_4df3fb96,Peters Welcom Tell a Tale Book,0911104542,Maida Silverman,Golden Books,28-12-1976,égloga
library_book_82547_ee6cbb11,Philip Jose Farmer's The Dungeon,0375401318,Richard A. Lupoff,I Books,05-07-1951,égloga
library_book_84043_83f28042,Photoshop 3 for Macintosh (Visual Quickstart Guide),0140253602,Elaine Weinmann,Peachpit Press,18-06-1959,égloga
library_book_83314_2026d068,Picture of Dorian Gray,0671789422,Oscar Wilde,Penguin Putnam~mass,16-10-1956,novela
library_book_83266_d1307fed,Pigeon,1566193966,Jay Bennett,Harpercollins Juvenile Books,19-11-2004,ensayo
library_book_2042_f5b2715d,Pigs in Heaven,014016930X,Barbara Kingsolver,Harpercollins,18-12-1969,cuento
library_book_82298_031f0b34,Plainsong (Vintage Contemporaries),0140077022,KENT HARUF,Vintage,08-06-1997,égloga
library_book_83176_ab76c527,Plato Complete Works,0679732764,Plato,Hackett Publishing Company,07-12-1972,cuento
library_book_83854_08e6a006,Plays by and about Women,0553273604,VICTORIA SULLIVAN,Vintage,05-07-2006,cuento
library_book_83044_e49303ba,Poetics of the New American Poetry,0553273914,Donald Merriam Allen,Grove Press,13-07-2002,novela
library_book_83946_27767118,Point of Origin,0060256672,Patricia Daniels Cornwell,Berkley Publishing Group,14-04-1995,cuento
library_book_82375_1b40a5d7,Poisonwood Bible Edition Uk,039592720X,Barbara Kingsolver,Faber Faber Inc,19-11-1964,carta
library_book_84059_64375f9d,Pokemon Tales : Where's Clefairy's Voice? (Pokemon Tales),1859671500,Junko Wada,VIZ LLC,13-08-1957,crónica
library_book_82548_a50cee41,Pool of Radiance: The Ruins of Myth Drannor (Forgotten Realms),0810935627,Carrie Bebris,Wizards of the Coast,24-06-1955,égloga
library_book_83758_d827f1c1,Popcorn,0060928336,Ben Elton,Thomas Dunne Books,13-12-1992,crónica
library_book_83878_05b45453,Pope Joan (Ballantine Reader's Circle),0671003755,Donna Woolfolk Cross,Ballantine Books,07-12-1970,ensayo
library_book_83478_2126777c,Popular Reward: the Brave Toy Soldier: And Other Stories (Enid Blyton's Popular Rewards Series VII),0553268449,Enid Blyton,Award Publications,14-12-1948,ensayo
library_book_83246_e43b7066,Portrait in Sepia,0684844729,Isabel Allende,HarperCollins Publishers,08-12-1969,carta
library_book_83181_f386c1af,Possessing the Secret of Joy,0395051649,Alice Walker,Pocket,02-06-1959,crónica
library_book_82366_6ee1ad5c,Possession: A Romance,0375705228,A. S. Byatt,Random House Inc,13-11-1975,ensayo
library_book_83148_87a57288,Post Office,038001503X,Charles Bukowski,Black Sparrow Books,24-05-1996,égloga
library_book_83366_d1f70b79,Post fÃƒ?Ã‚Â¼r den Tiger,0835607860,Janosch,Beltz,19-03-2006,cuento
library_book_82642_4189c2d6,Postmortem,158574218X,Patricia Daniels Cornwell,Harper Mass Market Paperbacks (Mm),20-07-2004,cuento
library_book_82323_e0a9b1cf,Postmortem (Kay Scarpetta Mysteries (Paperback)),0806996021,Patricia Cornwell,Pocket,15-07-1973,cuento
library_book_82814_36d23b77,Pourquoi j'ai mangÃƒ?Ã‚Â© mon pÃƒ?Ã‚Â¨re,0440215625,Lewis,Pocket,20-01-1970,crónica
library_book_82356_5c9c8b91,Powder and Patch,0316777730,Georgette Heyer,Harlequin,12-11-1992,crónica
library_book_83770_cca18277,PowerPoint 2000 for Windows for Dummies,0375501851,Doug  Lowe,For Dummies,26-06-1973,égloga
library_book_83069_64aaee80,"Practice Makes Pregnant   Manhattan Multiples (Silhouette Special Edition, 1569)",0877733759,Lois Faye Dyer,Silhouette,27-09-1949,cuento
library_book_2033_c91f79d3,Prague : A Novel,0805019367,ARTHUR PHILLIPS,Random House Trade Paperbacks,05-11-1957,crónica
library_book_83444_153ebfd4,Praying for Sleep,0140070206,Jeffery Deaver,Signet Book,03-09-1962,novela
library_book_82385_1bb1aee1,"Preludes and Nocturnes (Sandman, Book 1)",0140236589,Neil Gaiman,DC Comics,26-11-1999,crónica
library_book_82168_1be83c8b,Prescription for Terror,0140042393,Sandra Levy Ceren,Andrew Scott Publishers,14-05-1980,novela
library_book_82182_55bf4691,Pretend You Don't See Her,1590520653,Mary Higgins Clark,Pocket,05-02-2000,crónica
library_book_2044_f255167a,Pride and Prejudice,1590521994,Jane Austen,Bantam,24-02-1997,cuento
library_book_82254_2052efef,Pride and Prejudice (Dover Thrift Editions),3446202218,Jane Austen,Dover Publications,28-03-1951,cuento
library_book_82680_09552910,Primal Scream,3499134446,Michael Slade,Signet Book,28-10-1964,crónica
library_book_83862_660d5029,Primary Target,067142517X,Joe Weber,Berkley Publishing Group,01-11-1974,ensayo
library_book_82689_74c78a36,Prince Caspian,0671726889,C. S. Lewis,MacMillan Publishing Company.,17-02-1972,égloga
library_book_84068_a19b71db,Private Eyes (Alex Delaware Novels (Paperback)),0446601241,Jonathan Kellerman,Bantam Books,13-04-1945,carta
library_book_82293_50fe7181,Private Screening,0451124340,Richard North Patterson,Ballantine Books,09-11-1965,carta
library_book_82187_9fdd6b62,"Prize Stories, 1987: The O'Henry Awards",0345384466,William Abrahams,Doubleday Books,04-11-2003,novela
library_book_82454_4d50aca3,Proof,0446604801,Dick Francis,Fawcett Books,27-03-1984,ensayo
library_book_82859_74a2de6a,Protect and Defend,0345422392,Richard North Patterson,Random House Inc,21-09-1994,crónica
library_book_82295_cc646b27,Protect and Defend,0679734775,Richard North Patterson,Ballantine Books,23-05-1993,novela
library_book_2053_002fa286,Proxies,0440414717,Laura J. Mixon,Tor Books,08-09-1992,ensayo
library_book_82509_ebcf9914,Prozac Nation: Young and Depressed in America : A Memoir,0689715625,Elizabeth Wurtzel,Riverhead Books,11-09-1958,crónica
library_book_82244_625359a6,Puerto Vallarta Squeeze,0812539389,Robert James Waller,Warner Books,04-04-1971,égloga
library_book_82636_ce9bba6b,"Punished by Rewards: The Trouble With Gold Stars, Incentive Plans, A'S, Praise, and Other Bribes",0152013369,Alfie Kohn,Houghton Mifflin,26-04-1956,cuento
library_book_2051_e2160049,Purity in Death,0425124819,J.D. Robb,Berkley Publishing Group,26-07-1976,cuento
library_book_83965_a5a89a02,Quadrupelfuge.,0345409469,Harald Schmidt,Kiepenheuer &amp,10-02-1989,égloga
library_book_82281_81a8ba80,QuerschÃƒ?Ã‚Â¼sse - Downsize This!,1558747346,Michael Moore,Piper,23-02-2006,crónica
library_book_82440_90364c63,REAL GUIDE: CALIFORNIA AND THE WEST COAST (The Real guides),0373250177,LTD,John Wiley &amp,10-02-1946,cuento
library_book_82620_1c5089ea,REEF,0763615382,Edith Wharton,Scribner,20-07-1947,égloga
library_book_82576_ec82d400,"RUSSIA HOUSE, THE",0965975401,JOHN LE CARRE,Bantam,16-01-1971,égloga
library_book_83829_7ba74985,Rabbit-Proof Fence : The True Story of One of the Greatest Escapes of  All Time,0141001771,Doris Pilkington,Miramax,06-10-1990,égloga
library_book_83625_816caaba,Rachel's Holiday,068930935X,Marian Keyes,Avon Books,20-01-1949,carta
library_book_83341_1179429a,Rachel's Tears: The Spiritual Journey of Columbine Martyr Rachel Scott,0451523369,Darrell Scott,Nelson Books,11-10-1955,novela
library_book_83703_9ce857d1,Radio libre Albemuth,0786884622,Philip Kindred Dick,DenoÃƒ?Ã‚Â«l,11-04-1968,novela
library_book_83830_872ac4aa,Rain Uk,0449005569,Stephen Gallagher,Trafalgar Square,27-03-1997,égloga
library_book_82728_8a2077b8,Rainbow the Stormy Life of Judy Garland,0671027344,Christopher Finch,Ballantine Books,05-09-1982,novela
library_book_82962_311a14f1,Raise the Roof: The Inspiring Inside Story of the Tennessee Lady Vols' Undefeated 1997-98 Season,8885989632,Pat Head Summitt,Broadway Books,05-12-1961,égloga
library_book_82715_95c1f743,Ralph S. Mouse,0786927089,Beverly Cleary,Scholastic,20-07-1990,novela
library_book_83901_91528421,Ramses the Son of Light,0684831058,Christian Jacq,Simon Schuster Trade,08-07-1982,crónica
library_book_83163_91ca18fe,Random Winds,006019491X,Belva Plain,Dell,14-09-1949,ensayo
library_book_83553_694d60f6,Raptor Red,0684819066,ROBERT T. BAKKER,Bantam,16-08-1987,égloga
library_book_82815_2daa9b13,Ravage,0375420673,Rene Barjavel,Gallimard French,20-07-1953,novela
library_book_83011_64229408,Reader,0140368558,Bernhard Schlink,Phoenix Books,18-03-1997,novela
library_book_83159_e5a1a815,Reap the Wind,0395353416,Iris Johansen,Bantam Books,05-02-2000,ensayo
library_book_82235_ef66c9c2,Rebecca,0066211611,Daphne Du Maurier,Avon,02-07-1977,crónica
library_book_83281_ae89d0a0,Red Dragon,0312254164,Thomas Harris,Dell Publishing Company,13-03-1963,ensayo
library_book_83446_d076ddee,Red Square,3453147243,Martin Cruz Smith,Ballantine Books,10-11-1988,novela
library_book_83224_a47f14f4,Red Unicorn (Tor Fantasy),3746611229,Tanith Lee,Tor Books,21-12-1980,égloga
library_book_83873_20391c88,"Red, White and Blue : A Novel",3492229336,Susan Isaacs,HarperTorch,27-06-2002,novela
library_book_82811_a28610a2,Regain,3453177800,Jean Giono,LGF,12-04-1981,ensayo
library_book_82196_82723166,Relics (Star Trek: The Next Generation),3423009152,Michael Jan Friedman,Star Trek,02-04-1991,égloga
library_book_82435_8585abca,Remembering Peter Gzowski : A Book of Tributes,3596133319,EDNA BARKER,Douglas Gibson Books,10-05-1976,ensayo
library_book_82795_3d8dbf9a,Rena's Promise: A Story of Sisters in Auschwitz,3822813397,Rena Kornreich Gelissen,Beacon Press,01-10-1971,crónica
library_book_84035_4d03dbf4,"Resist or Serve (The Official Guide to the X-Files, Vol. 4)",3426871874,Andy Meisler,Perennial Currents,16-02-2003,ensayo
library_book_83599_ff38d782,Resistance : A Novel,3453171977,Anita Shreve,Back Bay Books,21-02-1961,ensayo
library_book_83373_1772603e,Retour Ãƒ?Ã‚Â  Brooklyn,3423620005,Hubert Selby,Editions 10/18,26-10-1955,cuento
library_book_83389_d0528ccf,Return of the Jedi (Star Wars),034537522X,James Kahn,Del Rey Books,16-03-1982,carta
library_book_82928_2518c418,Return to Isis,0345375211,Jean Stewart,Rising Tide Press (AZ),08-09-1959,novela
library_book_83693_67aed9d6,Return to Love (Arabesque),034545829X,Viveca Carlysle,Bet Books,22-06-1959,ensayo
library_book_84050_b728ab75,Reversible Errors: A Novel,0140042520,Scott Turow,Farrar Straus Giroux,18-07-1967,cuento
library_book_84033_d9857b20,Rhoda : A Life in Stories Tag: Winner of the National Book Award for Fiction,0380789035,Ellen Gilchrist,Back Bay Books,05-07-1976,crónica
library_book_82188_d21250a0,"Rich Dad, Poor Dad: What the Rich Teach Their Kids About Money--That the Poor and Middle Class Do Not!",0446677574,Robert T. Kiyosaki,Warner Books,18-06-1988,crónica
library_book_83565_8a4181ed,Riding the Bus with My Sister: A True Life Journey,0345358791,Rachel Simon,Houghton Mifflin Company,08-03-1951,égloga
library_book_83947_d8437309,Rising Sun,0060964049,MICHAEL CRICHTON,Ballantine Books,28-12-1969,cuento
library_book_83713_17dd24bf,Risque mortel,0380558483,Robin Cook,LGF,02-08-1990,cuento
library_book_82671_690ebe41,River's End,1558171398,Nora Roberts,Jove Books,15-06-1966,carta
library_book_82690_59be8092,Robert's Rules of Order,0425121046,William Eisner,Bantam Books,26-05-1955,novela
library_book_83674_96e27588,Romantic Obsessions and Humiliations of Annie Sehlmeier,0441317502,Louise Plummer,Laurel-Leaf Books,05-10-1946,égloga
library_book_82312_093ff195,Roses Are Red (Alex Cross Novels),0804102279,James Patterson,Warner Vision,23-10-1983,novela
library_book_82483_323a76f4,Rosie'S Walk,0812551389,Pat Hutchins,Aladdin,26-11-1958,ensayo
library_book_82627_991a1b18,Rubinstein's Chess Masterpieces,0345298985,Akiba Rubinstein,Dover Publications,11-01-1948,égloga
library_book_83384_2753b359,Rubyfruit Jungle,0345316991,Rita Mae Brown,Bantam Dell Pub Group,05-09-1992,novela
library_book_82919_0b5fe989,"Rule of the Bone : Novel, A",034531042X,Russell Banks,Perennial,12-12-1993,ensayo
library_book_82651_1434adec,Rules of the Wild,0345310306,Francesca Marciano,Random House Inc,08-08-1952,carta
library_book_82978_af4e87c6,Rumpole on Trial,0345310292,John Mortimer,Penguin USA,04-03-1946,novela
library_book_83377_48e8d79e,Rush Limbaugh Is a Big Fat Idiot: And Other Observations,034531011X,Al Franken,Delacorte Press,11-07-1995,ensayo
library_book_83086_f58e0143,Rush to the Altar  (Twin Brides),0679734058,Rebecca Winters,Harlequin,05-12-1997,crónica
library_book_83138_938d17d1,SHIPPING NEWS,0451130448,Annie Proulx,Scribner,08-09-1978,ensayo
library_book_83072_aad4e1fe,SLEEPING MURDER,0553266500,AGATHA CHRISTIE,Bantam,28-04-1980,égloga
library_book_83135_d0865667,SO LONG AND THANKS FOR ALL THE FISH (Hitchhiker's Trilogy (Paperback)),0440206154,Douglas Adams,Pocket,11-08-1999,égloga
library_book_83195_9f50bb6e,STONES FROM THE RIVER,0345370775,Ursula Hegi,Simon &amp,10-11-1957,novela
library_book_83346_8c3098c2,"Sacred Diary of Adrian Plass, Christian Speaker Aged 45 3/4",0441366945,Adrian Plass,Zondervan,22-05-1959,carta
library_book_82723_cb12ab4c,Sacred Ground,0553574833,Mercedes Lackey,Tor Books,13-01-2005,égloga
library_book_83514_c5420f24,Sacred Journey of the Peaceful Warrior,0915950839,Dan Millman,H.J. Kramer,13-02-1985,carta
library_book_83746_89878c5a,Sailing on the Ice: And Other Stories from the Old Squire's Farm,0060242388,C. A. Stephens,Thomas Nelson Inc,08-02-1966,carta
library_book_83912_18a7e6a3,Sally Marshall Is Not an Alien (Uqp Storybridge Series),0452265347,Amanda McKay,Intl Specialized Book Service Inc,23-09-1962,ensayo
library_book_83315_9c052476,Samuel Taylor Coelridge (Everyman Poetry Library),0743457943,John Beer,Everyman Paperback Classics,23-01-1994,carta
library_book_83123_6471e481,Sang Froyd (Balona Books),0373484224,Jonathan Pearce,1stBooks Library,15-04-1975,ensayo
library_book_84004_193bf2df,Sangre a Borbotones (Coleccion Nueva Biblioteca),0553205757,Rafael Reig,Ediciones Lengua de Trapo,01-04-1951,ensayo
library_book_82485_005609f4,"Santa Brought A Son : Marrying The Boss's Daughter (Silhouette Romance, 1698)",0060171510,Melissa McClone,Silhouette,18-05-1954,ensayo
library_book_82592_8130b43a,Santa Pete : A Novel Of Christmas Present And Past,0312421001,Christopher Moore,Simon &amp,16-02-1980,ensayo
library_book_82397_2f4cf952,Sappho: A New Translation,0786000988,Mary Barnard,University of California Press,12-07-2005,novela
library_book_82563_187f9925,Sarah Conley,0380789019,Ellen Gilchrist,Back Bay Books,11-06-2003,cuento
library_book_83636_445facc3,Sarah's Baby  (Koomera Crossing),0451135989,Margaret Way,Harlequin,11-03-1948,ensayo
library_book_82788_2acccf8c,"Sarajevo, maybe (Anni Novanta/Feltrinelli)",0380018179,Gianfranco Bettin,Feltrinelli,01-06-1988,cuento
library_book_83529_7d6e1a2f,Saucer,0679004785,Stephen Coonts,St. Martin's Paperbacks,18-10-1989,novela
library_book_82959_b0182629,Saving Grace,0684825821,LEE SMITH,Ballantine Books,27-04-1996,crónica
library_book_82842_4cb5a443,Saving Private Ryan: A Novel,0517395754,Max Allan Collins,Signet Book,23-05-1984,cuento
library_book_82236_374f20fa,Scarlet Letter,067101420X,Nathaniel Hawthorne,Signet Book,26-05-1978,cuento
library_book_83254_f8fdc798,Schamanismus. Reisen der Seele. Magische KrÃƒ?Ã‚Â¤fte. Ekstase und Heilung.,0679457313,Piers Vitebsky,Taschen Verlag,20-06-1966,égloga
library_book_82280_4a0a60b8,Schwarzer Tee mit drei StÃƒÂ¼ck Zucker,0394557433,Renan Demirkan,Kiepenheuer &amp,08-08-1973,carta
library_book_82910_8bbe4843,Scottish Folk and Fairy Tales (Penguin Popular Classics),0553571656,Gordon Jarvie,Penguin Books Ltd,18-01-1963,cuento
library_book_82895_69ebf57c,Scottish Ghosts,0312169787,Judy Hamilton,Lomond Books,09-12-1972,novela
library_book_2078_97ea60fd,Seabiscuit,0942257324,LAURA HILLENBRAND,Ballantine Books,23-06-2003,carta
library_book_2041_2ef28ffd,Seabiscuit: An American Legend,0805008950,LAURA HILLENBRAND,Ballantine Books,05-08-1962,novela
library_book_82439_013fe369,Seattle Access,0786866276,HarperReference,Access Press (HarperCollins),26-03-1977,novela
library_book_83634_e253791d,Secret Ceremonies: A Mormon Woman's Intimate Diary of Marriage and Beyond,0151000638,Deborah Laake,Dell Publishing Company,08-03-1955,crónica
library_book_84000_9a200bae,Secret History,0140266771,Donna Tartt,Penguin Putnam~childrens Hc,07-11-1965,novela
library_book_82336_48b5b47d,Secret History,015644450X,DONNA TARTT,Ballantine Books,19-11-1980,cuento
library_book_82634_3511774d,Secrets of St. John's Wort: A Lynn Sonberg Book,0679723420,Larry Katzenstein,St. Martin's Press,25-01-1957,ensayo
library_book_82579_e9edc2d0,Selected Poems of Emily Dickinson,0441004016,Emily Dickinson,Tor Books,17-02-2002,égloga
library_book_83828_87589e2f,Self Analysis,0671500546,Ron L. Hubbard,Bridge Pubns,10-08-1957,ensayo
library_book_83827_aeffcbe9,Self analysis: A simple self-help volume of tests and techniques based on the discoveries contained in dianetics,0140620338,L. Ron Hubbard,Bridge Publications,09-10-1982,carta
library_book_83586_e5bb9746,Sense and Sensibility,0460878263,Jane Austen,Signet Book,07-07-1958,cuento
library_book_82832_2f7e4ea1,Sense and Sensibility (Penguin Popular Classics),3257061269,Jane Austen,Penguin Books Ltd,15-06-1973,ensayo
library_book_83818_6632c942,Senza Sangue,3453210999,Alessandro Baricco,Rizzoli Publications,17-09-1988,crónica
library_book_83360_a2fe7db9,Serafin und seine Wundermaschine.,3404126661,Philippe Fix,Diogenes,16-01-1979,cuento
library_book_82473_77b33718,"Serving As Senders: How to Care for Your Missionaries While They Are Preparing to Go, While They Are on the Field, When They Return Home",3453177622,Neal Pirolo,Emmaus Road Intl,24-06-2002,cuento
library_book_83896_ef61492a,Setting Out on the Voyage: The World of an Incorrigible Adventurer,3453863593,Nancy Creagh Phelan,University of Queensland Pr (Australia),24-11-1982,cuento
library_book_82927_f17d6a30,Seven Moves,3499108518,Carol Anshaw,Mariner Books,11-06-1980,crónica
library_book_83596_6cbc114d,Sex &amp,3518367064,the City,Candace Bushnell,28-05-1982,carta
library_book_83388_1cb28701,"Sex, Art, and American Culture: Essays",3453199766,Camille Paglia,Vintage Books USA,20-09-1978,novela
library_book_2065_51a80899,Shabanu: Daughter of the Wind (Border Trilogy),3746670144,SUZANNE FISHER STAPLES,Laurel Leaf,15-12-1978,égloga
library_book_83675_335a12e8,Shadow of the Hegemon (Ender Wiggins Saga (Paperback)),3453088433,Orson Scott Card,Tor Books,11-01-2001,novela
library_book_83678_381184f7,"Shadowdale (Forgotten Realms:  Avatar Trilogy, Book One)",0425137015,Scott Ciencin,Wizards of the Coast,11-01-2000,ensayo
library_book_83479_f9a7a010,Shadowheart : Legends of the Raven (Legends of the Raven),0553572490,James Barclay,Gollancz,12-04-1995,égloga
library_book_83467_fdd0301e,Shadowmancer,0553576976,G. P. Taylor,Putnam Publishing Group,22-03-1967,égloga
library_book_83320_439711d7,Shadowrun. Deutschland in den Schatten.,0451450604,Hans Joachim Alpers,Heyne,12-12-1976,crónica
library_book_83286_74a9f639,Shape Changer,0441001335,Bill Brittain,Harpercollins Juvenile Books,08-10-1986,carta
library_book_82884_4c361413,Shattered Uk,0451454677,Dick Francis,Michael Joseph Ltd,21-08-1950,novela
library_book_83193_83744eeb,She's Come Undone (Oprah's Book Club (Paperback)),0373257074,Wally Lamb,Washington Square Press,21-03-1971,carta
library_book_82572_f8eb2ec9,She's Come Undone (Oprah's Book Club),0441435351,Wally Lamb,Pocket,24-05-1948,ensayo
library_book_82551_cacbeeab,Sheldon &amp,0373092237,Mrs. Levine: An Excruciating Correspondence,Sam Bobrick,22-06-1975,ensayo
library_book_83832_9abc91bc,Shes Leaving Home,0373057296,Edwina Currie,Little Brown UK Ltd,14-07-1972,ensayo
library_book_83391_fa294315,Ship Who Sang,0373058446,Anne McCaffrey,Del Rey Books,22-11-1975,ensayo
library_book_82886_a8a4071e,Shoah,0349103232,Claude Lanzmann,Random House Inc,25-03-1998,crónica
library_book_83449_dded01e4,Shock,0571197779,Robin Cook,G. P. Putnam's Sons,19-07-1999,égloga
library_book_82645_ca1dac86,Shock Wave (Dirk Pitt Adventures (Paperback)),0679745653,Clive Cussler,Pocket,04-06-1975,cuento
library_book_83411_ba723aaf,Shopaholic Takes Manhattan (Summer Display Opportunity),0571200389,Sophie Kinsella,Delta,03-06-1953,ensayo
library_book_83497_ce88ef35,Shopgirl,0785268480,Steve Martin,Hyperion,25-09-1965,novela
library_book_83796_03b470ff,Short Stories of Ernest Hemingway (A Scribner classic),014044503X,Ernest Hemingway,Simon &amp,14-06-1961,crónica
library_book_83954_02dc14cd,Siberian Light,0851707777,Robin A. White,Dell Publishing Company,07-01-1961,ensayo
library_book_82317_93ea2850,Silent Snow,0006276199,Steve Thayer,Signet Book,03-04-1992,crónica
library_book_82765_e263d249,Simple Abundance:  A Daybook of Comfort and Joy,0551031123,Sarah Ban Breathnach,Warner Books,02-07-1977,égloga
library_book_82478_e2cb9595,Simple Wicca (Simple Wisdom Book),0551030682,Michele Morgan,Castle Books,21-06-1977,ensayo
library_book_83628_ce989356,Sinners,0551032510,Jackie Collins,HarperTorch,13-09-1962,crónica
library_book_83161_c6ccff2e,Sins of Omission,000649840X,FERN MICHAELS,Ivy Books,11-11-1967,égloga
library_book_83922_63d07c02,Sir Gawain and the Green Knight (Signet Classics (Paperback)),0140431268,Burton Raffel,Signet Book,28-01-1949,crónica
library_book_84006_0cacc73e,Sis Boom Bah,0099771519,Jane Heller,St. Martin's Press,26-04-1954,égloga
library_book_82309_b874cbdb,Sisterhood of the Traveling Pants,0486265862,ANN BRASHARES,Delacorte Books for Young Readers,16-11-1960,novela
library_book_82583_f8ff49ea,Sisters of the Earth: Women's Prose and Poetry About Nature,067102535X,Lorraine Anderson,Vintage Books USA,17-07-1990,égloga
library_book_83704_411fb5d5,Siva,0876855575,Philip K. Dick,DenoÃƒ?Ã‚Â«l,06-12-2007,novela
library_book_82256_0367c033,Skin And Bones,0330376136,Franklin W. Dixon,Aladdin,27-12-1953,cuento
library_book_82932_19f0c26f,"Skin: Talking About Sex, Class &amp; Literature",0140272658,Dorothy Allison,Firebrand Books,12-03-1988,cuento
library_book_84005_27e9addf,Skinwalkers (Joe Leaphorn/Jim Chee Novels),3407780028,Tony Hillerman,HarperTorch,08-08-1992,crónica
library_book_83538_4010ec42,Skipping Christmas,3407780117,JOHN GRISHAM,Doubleday,18-12-1992,carta
library_book_82845_5bdc3c81,Skipping Christmas,3257250398,JOHN GRISHAM,Doubleday,11-07-1982,crónica
library_book_83945_193f37b8,Skull Session,3257250053,Daniel Hecht,Signet Book,07-11-1945,ensayo
library_book_83942_c258b65d,Sleeping Murder (Miss Marple Mysteries (Paperback)),3257250460,Agatha Christie,New American Library,16-11-1967,égloga
library_book_83101_f119befd,Sleeping Partners  (Nine to Five),3442435951,Helen Brooks,Harlequin,16-12-1996,crónica
library_book_83762_68c6a2cb,Slightly  Chipped: Footnotes in Booklore,3442435838,Lawrence Goldstone,St Martins Pr,25-05-1950,novela
library_book_83245_2d3f0889,"Slippage: Previously Poised, Previously Uncollected Stories",3608919724,Harlan Ellison,Houghton Mifflin,11-01-1997,crónica
library_book_83890_0ddd4897,Sliver: A Novel,3453132262,Ira Levin,Bantam Books,13-07-1984,crónica
library_book_82955_955e3a9a,Slow River,379411664X,Nicola Griffith,Ballantine Books,24-05-1977,égloga
library_book_82224_4cecd3e1,Slow Waltz in Cedar Bend,340780573X,Robert James Waller,Warner Books,10-03-1948,ensayo
library_book_82975_3ce56dba,Smilla's Sense of Snow,3407805853,Peter Hoeg,Island,15-02-1999,carta
library_book_83423_1fccebae,Smoke in Mirrors,0385720920,Jayne Ann Krentz,Jove Books,25-04-1988,ensayo
library_book_82247_33e6d3da,Snow Angels,0385498721,Stewart O'Nan,Penguin Books,10-02-2005,novela
library_book_82844_be28f166,Snow Falling on Cedars,0972948503,David Guterson,Harcourt,25-01-1954,novela
library_book_84009_6c66ce51,Snow Falling on Cedars,0380813815,David Guterson,Vintage Books USA,23-11-1996,cuento
library_book_83778_cbb1f934,Snow Queen,2070372294,Joan D. Vinge,Bantam Doubleday Dell,15-05-1989,crónica
library_book_83284_bbf87afb,So That Others May Live: Caroline Hebard &amp,2264030542,Her Search-And-Rescue Dogs,Hank Whittemore,20-01-1950,cuento
library_book_82991_48bbe4e5,So You Want to Be a Wizard: The First Book in the Young Wizards Series,0030615321,Diane Duane,Magic Carpet Books,20-11-1984,carta
