id,name
res_partner_283_a7c761b3,Love Spell
res_partner_1799_574b4675,Ltd Editorial Staff Publication International
res_partner_676_8dc41bcd,Luanne Rice
res_partner_613_75bf03f7,Luis Racionero
res_partner_1004_b5347a89,Luis SepÃƒ?Ã‚Âºlveda
res_partner_475_0f7236a0,Lurlene McDaniel
res_partner_2032_608e7758,Lynda Barry
res_partner_467_f282515c,Lynda Madaras
res_partner_714_5f789b1e,Lynn Coady
res_partner_865_e074c22c,Lynn S. Hightower
res_partner_1767_af970769,Lynne Reid Banks
res_partner_102_453a609b,LÃƒ?Ã‚Â¼bbe
res_partner_629_482b1005,M. Carme Junyent
res_partner_1932_0f30439f,M. M. Kaye
res_partner_1931_75506cf7,M. Scott Peck
res_partner_137_7bbef608,M.D. Bernie S. Siegel
res_partner_2061_8d0ab1fa,MARC BROWN
res_partner_1657_8557c87e,MARGARET ATWOOD
res_partner_358_8ea1114f,MARK HADDON
res_partner_1575_dc9b5ccb,MARK SALZMAN
res_partner_1800_c9370aa0,MARY DORIA RUSSELL
res_partner_597_386e2f50,MAYA ANGELOU
res_partner_97_7b68d842,MICHAEL CRICHTON
res_partner_179_928dc4a2,MICHAEL ONDAATJE
res_partner_1354_bddd392f,MTV
res_partner_928_abb3060d,MacAdam/Cage Publishing
res_partner_1802_44dc3d6a,MacDonald Harris
res_partner_716_87c61eba,MacMillan Publishing Company.
res_partner_1073_12bd05d8,Madelyn Arnold
res_partner_1705_f350301c,Madge Swindells
res_partner_130_d0496a53,Maeve Binchy
res_partner_1117_fbac6e0b,Magic Carpet Books
res_partner_1763_258b8243,Maida Silverman
res_partner_1181_2a77b94d,Main Street Books
res_partner_378_8ab04258,Malachy McCourt
res_partner_1281_99ad6a74,Malcolm Goodway
res_partner_1436_a78d69cc,Mallory Rush
res_partner_1067_ee46421e,Manda Scott
res_partner_1894_68657f1d,Manil Suri
res_partner_1097_dd2b8993,Manning Publications
res_partner_646_292e1b51,Marc Gascoigne
res_partner_975_b6f11794,Marc Levy
res_partner_1251_fc78a15d,Marc Reisner
res_partner_595_6a07e1e6,Margaret Atwood
res_partner_741_94b9e9e9,Margaret Guenther
res_partner_511_99718f96,Margaret Maron
res_partner_1560_3ec1969c,Margaret Tempest
res_partner_654_994bbeb6,Margaret Truman
res_partner_1687_52fd957c,Margaret Way
res_partner_1358_f9142692,Margaret Weis
res_partner_1940_f039bb01,Margaret Wise Brown
res_partner_1334_03db0a6c,Margriet de Moor
res_partner_1341_9d6a01b5,Marguerite Henry
res_partner_380_1377367a,Mari Sandoz
res_partner_638_858f5ed4,Maria JaÃƒÂ©n
res_partner_1099_1db33d0d,Marian Babson
res_partner_1678_5d73f971,Marian Keyes
res_partner_819_52dea5df,Marilyn French
res_partner_1781_283d0fc7,Marilyn Penovich Friend
res_partner_1398_696f884a,Marilynn Robinson
res_partner_298_cc5d5cfc,Mariner Books
res_partner_1154_e2ff6bd7,Marion Zimmer Bradley
res_partner_1688_9ec73957,Marisa Carroll
res_partner_1716_7c8e7471,Mark A. S. McMenamin
res_partner_1252_a54c5a8b,Mark Bowden
res_partner_1205_957d81e0,Mark Cohen
res_partner_1907_ef81e9c6,Mark Dunn
res_partner_753_8e0b8e98,Mark E.
res_partner_1915_dd02756c,Mark Haddon
res_partner_143_8d3a7a22,Mark Helprin
res_partner_42_e7608671,Mark P. O. Morford
res_partner_1796_d28cd449,Mark Richard
res_partner_109_a28f2ce5,Mark Salzman
res_partner_585_5e9cfbad,Mark Twain
res_partner_2008_101efc1b,Mark Victor Hansen
res_partner_1749_8e59e80b,Mark Z. Danielewski
res_partner_1574_ef0e9edd,Marlo Schalesky
res_partner_1518_84389652,Marly A. Swick
res_partner_904_b819a326,Martha Beck
res_partner_727_41113e0c,Martha Grimes
res_partner_908_dc3efdb7,Martin Buber
res_partner_1527_2bda58bc,Martin Cruz Smith
res_partner_479_34950b7f,Martin Schenk
res_partner_1486_eb2ab861,Marvel Books
res_partner_846_5d359205,Marvin Miller
res_partner_459_3be56716,Mary Barnard
res_partner_599_e600f3e4,Mary Brave Bird
res_partner_1785_eb8ce39d,Mary Evans O'Keefe Gravalos
res_partner_126_89c9798d,Mary Higgins Clark
res_partner_490_905e3a92,Mary Jane Clark
res_partner_297_2ac08304,Mary Lawson
res_partner_1603_7208d7c3,Mary McGarry Morris
res_partner_400_53ded9c6,Mary O'Hara
res_partner_491_3e9418bd,Mary Wollstonecraft Shelley
res_partner_1969_c5d996ad,Mason/Charter
res_partner_1778_7752e96d,Matthew F Christopher
res_partner_1001_8c734a55,Matthew Thomas
res_partner_2005_5b88e982,Maurice Gran
res_partner_967_eb48a62c,Max Allan Collins
res_partner_1862_468a4740,Max Frisch
res_partner_554_e9b07d19,Max Lucado
res_partner_514_6c4ccd17,McClelland &amp
res_partner_191_c3a7033a,McGraw-Hill
res_partner_2013_19ffcadf,McGraw-Hill/Irwin
res_partner_1220_ae3afaeb,Meg Cabot
res_partner_1413_ac6ce4f6,Melinda Haynes
res_partner_1078_9b930f23,Melisa Michaels
res_partner_919_eccea7ce,Melissa Bank
res_partner_582_cc959de5,Melissa McClone
res_partner_1680_f0b22ac7,Melissa Rossi
res_partner_916_04780f41,Melody Carlson
res_partner_851_b44a43bd,Mercedes Lackey
res_partner_1506_47337966,Metropolitan Books
res_partner_1145_58e20b99,Michael A. Stackpole
res_partner_1244_cae2780f,Michael Blake
res_partner_1239_43169dbf,Michael Chabon
res_partner_1185_0753f4da,Michael Connelly
res_partner_96_19b6bd74,Michael Crichton
res_partner_1663_5cbf6e52,Michael Cunningham
res_partner_1637_60c37615,Michael Dimercurio
res_partner_1570_a9c4f286,Michael Ende
res_partner_532_4ab5865f,Michael Hudson
res_partner_1346_15a633a5,Michael J. Rosen
res_partner_222_d3ed8c51,Michael Jan Friedman
res_partner_997_17473fd2,Michael Joseph Ltd
res_partner_262_0c554236,Michael Lewis
res_partner_800_3683e2f9,Michael Marshall
res_partner_2016_e017cb4c,Michael Mische
res_partner_334_2b86d34d,Michael Moore
res_partner_1019_5cdf4508,Michael O'Mara
res_partner_1016_c0ebb7ea,Michael O'Mara Books
res_partner_373_74c14c8c,Michael Palmer
res_partner_1577_cd6aa1e4,Michael Paterniti
res_partner_205_c494f637,Michael Rips
res_partner_1916_048f764f,Michael Ryan
res_partner_805_bb3848e3,Michael Slade
res_partner_153_4b15730a,Michel Tournier
res_partner_571_0e5e5b4b,Michele Morgan
res_partner_185_0f39304a,Mike Gayle
res_partner_804_2c773ec3,Mike Thaler
res_partner_735_0d0d551f,Mil Millington
res_partner_345_514b99a7,Milan Kundera
res_partner_1132_4c650b2b,Milena Moser
res_partner_2097_a244648c,Minette Walters
res_partner_198_655c14eb,Minotauro
res_partner_1207_9132845d,Mira
res_partner_67_6ac28e9d,Mira Books
res_partner_1084_4ad30786,Miramax
res_partner_2059_59ea9245,Miramax Kids
res_partner_218_3d933679,Mitch Albom
res_partner_412_6e1abff7,Modern Library
res_partner_1490_e32a9482,Modern Publishing
res_partner_1613_953cc353,Moderne Verlagsges. Mvg
res_partner_1628_d4c7bc57,Mollie Molay
res_partner_1520_139448d9,Molly Ivins
res_partner_1128_ae1d4aa2,Monarch Books
res_partner_1573_5565e794,Moody Publishers
res_partner_922_b62787b0,Moon Unit Zappa
res_partner_103_97e25e90,Mordecai Richler
res_partner_736_4d052af9,Morehouse Group
res_partner_854_a80b68f6,Moveon
res_partner_667_0069997f, Mrs. Levine: An Excruciating Correspondence
res_partner_915_e9477960,Multnomah
res_partner_515_d93970c3,Muriel Whitaker
res_partner_1179_afcb1880, Mutual Funds (Wall Street's Picks)
res_partner_1204_e1ed99e3,Mysterious Press
res_partner_632_99127d77,MÃƒÂ rius Serra
res_partner_1327_55e0a393,NATALIE GOLDBERG
res_partner_672_f44e2b16,NATHANIEL HAWTHORNE
res_partner_158_3feb2797,NTC/Contemporary Publishing Company
res_partner_681_e8fe487e,Nan A. Talese
res_partner_1332_9cc00ec8,Nancy Cobb
res_partner_1929_09dd09f3,Nancy Creagh Phelan
res_partner_1083_c1cf93f7,Nancy Garden
res_partner_1717_d5992478,Nancy K Robinson
res_partner_276_50477b4b,Nathaniel Hawthorne
res_partner_669_c797ad0c,National Geographic Society
res_partner_1310_afe0ca9a,Natl Book Network
res_partner_555_573aa239,NavPress
res_partner_224_9b29bc85,Neal Barrett Jr.
res_partner_564_a69deae5,Neal Pirolo
res_partner_1599_86c3159f,Ned Vizzini
res_partner_443_526cb0f7,Neil Gaiman
res_partner_1624_e87febad,Nelson Bibles
res_partner_307_9d9bc19f,Nelson Books
res_partner_508_a11fd1b7,Nevada Barr
res_partner_1052_86e5a020,New Amer Library
res_partner_1733_773ad774,New Amer Library (Mm)
res_partner_1656_5418a03f,New Amer Library Classics
res_partner_1654_85d0db47,New American Library
res_partner_1409_da537184,New Chapter Press
res_partner_899_fac64c85,New Directions Publishing Corporation
res_partner_1227_6d66c802,New English Library
res_partner_605_31ba4170,New York Review of Books
res_partner_655_cd39839f,Nic Kynaston
res_partner_170_d5b52118,Niccolo Machiavelli
res_partner_909_13026a18,NiccolÃƒÂ² Machiavelli
res_partner_1265_3b3bcfdf,Nicholas Evans
res_partner_1766_a5756ded,Nicholas Ross
res_partner_365_a2854a58,Nicholas Sparks
res_partner_1645_9c579087,Nick Earls
res_partner_1095_6a761742,Nick Hornby
res_partner_278_99766da3,Nick Page
res_partner_1085_da468cb2,Nicola Griffith
res_partner_1473_705a074b, No. 1229))
res_partner_773_039a93c0,Noble House
res_partner_1498_683a1177,Nomi Eve
res_partner_1709_1cf4aad2,Noonday Press
res_partner_535_fe24ec11,Nora Roberts
res_partner_375_e772dd82,Norman Bridwell
res_partner_266_203a5eee,Norman Jetmundsen
res_partner_1923_f7288afc,Norman Lindsay
res_partner_2020_7fb3aaa3,Norman Mailer
res_partner_1604_051575cb,North Atlantic Books
res_partner_1243_e35239fe,Norton Juster
res_partner_1459_0ba62c40,Not Avail
res_partner_1946_a1618936,Nuala O'Faolain
res_partner_144_a2a1f0c9,O. Carol Simonton Md
res_partner_957_fce93f4a,O. W. Barth Bei Scherz
res_partner_413_08ce8db2,OSCAR WILDE
res_partner_624_625937c5,OfÃƒÂ¨lia Dracs
res_partner_1110_b94d93f8,Ohio University Press
res_partner_1569_1806a5f6,Olive Ann Burns
res_partner_2079_a6abc825,Oliver Sacks
res_partner_1504_7a82867c,Oliver W. Sacks
res_partner_300_0d2ff6dd,Olivia Goldsmith
res_partner_241_7f2a105b,Onyx Books
res_partner_407_7ab3ffd3,Orb Books
res_partner_1976_06023962,Orca Book Publishers
res_partner_1771_000a445b,Orchard Books
res_partner_1167_3e23bba4,Orson Scott Card
res_partner_1990_f0a81a9e,Oscar Hijuelos
res_partner_1420_75c5ef65,Oscar Wilde
res_partner_1954_f5178712,Osuntoki
res_partner_1844_57a74569,Our Sunday Visitor
res_partner_688_17b98a1c,Owl Books
res_partner_1896_0bcc1e3f,Oxford Univ Pr
res_partner_41_b741581e,Oxford University Press
res_partner_747_d3500f9f,P Coelho
res_partner_539_5c2d7979,P. D. James
res_partner_183_3942df13,P.J. O'Rourke
res_partner_838_678394a9,PATRICIA REILLY GIFF
res_partner_175_974c33de,PHILIP PULLMAN
res_partner_1274_9bd6154f,Pages Publishing Group
res_partner_959_32ad7517,Palgrave-Macmillan
res_partner_473_3e19432f,Pam Conrad
res_partner_216_0def6a2d,Pam Proctor
res_partner_1377_e3052ba5,Pamela Grim
res_partner_1454_3a1cc4cc,Pan
res_partner_2092_361af467,Pan Books Ltd
res_partner_257_0b6fb960,Pan Macmillan
res_partner_1258_d490e5ef,Pantheon
res_partner_1250_e2704593,Pantheon Books
res_partner_322_fd720493,Paolo Coelho
res_partner_1092_2679b02f,Pat Head Summitt
res_partner_579_52f9ef68,Pat Hutchins
res_partner_2087_13ac957d,Pat Rodegast
res_partner_1277_365978f6,Patricia C. Wrede
res_partner_128_08128b7d,Patricia Cornwell
res_partner_352_9d233592,Patricia D. Cornwell
res_partner_726_047c5cf5,Patricia Daniels Cornwell
res_partner_972_8f3571ce,Patricia Gaffney
res_partner_1133_0ae25333,Patricia Highsmith
res_partner_1726_edd039e2,Patricia Kennealy-Morrison
res_partner_1792_0447c3c6,Patrick McGrath
res_partner_1633_f8a4298f,Patrick Robinson
res_partner_2095_bbee3a48,Patrick Suskind
res_partner_510_dc3dc642,Paul Auster
res_partner_1625_d9a4126f,Paul Gross
res_partner_1129_624e0ebf,Paul Hattaway
res_partner_751_dea71adc,Paul Jennings
res_partner_1390_c5546dfd,Paul Kent
res_partner_640_5aa25c92,Paul Lester
res_partner_913_e9b5bbee,Paul Monette
res_partner_1102_a17efcdf,Paul Phifer
res_partner_482_8e03a84a,Paul Reiser
res_partner_238_66efead9,Paul Theroux
res_partner_465_f79cd27f,Paul Woodruff
res_partner_657_93aae5e3,Paula Danziger
res_partner_762_d698999e,Paula Polk Lillard
res_partner_1424_49945cc8,Paulo Coelho
res_partner_2063_5016b90d,Peachpit Press
res_partner_455_4403e622,Pearl Abraham
res_partner_1229_0b49b183,Pearson Education
res_partner_167_b430583c,Penguin Books
res_partner_285_e9865242,Penguin Books Ltd
res_partner_2030_16fd4405,Penguin Putnam~childrens Hc
res_partner_1337_fc63e805,Penguin Putnam~mass
res_partner_1008_069edb98,Penguin Putnam~trade
res_partner_587_42197baa,Penguin USA
res_partner_525_f58ed14d,Penguin USA (Paper)
res_partner_1477_095ea145,Penguin/Puffin Mass Market (Mm)
res_partner_188_f2787576,Perennial
res_partner_2057_c81e48d2,Perennial Currents
res_partner_949_5ec03419,Pergaud
res_partner_2072_2ab38f9e,Perigee Books
res_partner_1887_90ef64b1,Perigee Trade
res_partner_1694_bfeda23a,Perseus Books Group
res_partner_962_ecd71d3c,Peter B Heim
res_partner_1103_7c9cab11,Peter Hoeg
res_partner_1920_e0bec110,Peter J. D'Adamo
res_partner_1614_f35377fe,Peter Kummer
res_partner_1389_2a95520b,Peter Matthiessen
res_partner_1741_937eab0a,Peter Mayle
res_partner_824_db17188a,Peter Straub
res_partner_1988_b63e1813,Peter Weber
res_partner_1013_586ca836,Philip Ardagh
res_partner_1754_062dd282,Philip K. (Philip Kindred) Dick
res_partner_1745_c0245010,Philip K. Dick
res_partner_1742_0b7bb46a,Philip Kindred Dick
res_partner_1555_a1ed487f,Philip Pullman
res_partner_315_f4a36c7d,"Philipp Reclam, Jun Verlag GmbH"
res_partner_1461_59e43f14,Philippe Fix
res_partner_1136_b528208c,Phoenix Books
res_partner_1882_72697242,Photografix
res_partner_1351_900aa5b7,Phyllis Reynolds Naylor
res_partner_1224_3cc42391,Picador
res_partner_301_696b1207,Picador (UK)
res_partner_721_4dc2377c,Picador USA
res_partner_312_fd2bfa6a,Piers Anthony
res_partner_1374_6992fefa,Piers Vitebsky
res_partner_787_379004b0,Pinnacle Books
res_partner_333_ff14b113,Piper
res_partner_1296_34febefa,Plato
res_partner_668_c39bf2b5,Playmore Inc. Publishers
res_partner_612_b730835a,Plaza &amp
res_partner_1119_d020e333,Pleasant Company Publications
res_partner_79_496fb212,Plume
res_partner_369_53f325ef,Plume Books
res_partner_125_35b33d07,Pocket
res_partner_542_d94844b4,Pocket Books
res_partner_543_d1cb8ecb,Pocket Star
res_partner_1276_815d329f,Point Fantasy
res_partner_1780_77ca1b19,Prentice Hall
res_partner_157_c17ccb23,Prentice Hall (K-12)
res_partner_1062_6a949e96,Press Gang Publishers
res_partner_1755_8b8c4303,Presses De La Cite French
res_partner_945_dae1e15b,Presses Pocket French
res_partner_1753_3814bc7e,Presses de la CitÃƒ?Ã‚Â©
res_partner_557_384af1a1,Pub Group West
res_partner_1798_e16841a3,Publications International
res_partner_750_861cfd6c,Puffin
res_partner_565_803e0ac9,Puffin Books
res_partner_422_95174c28,Push
res_partner_51_39741453,Putnam Pub Group
res_partner_885_914fb073,Putnam Pub Group (Paper)
res_partner_725_fc9a3d41,Putnam Publishing Group
res_partner_1318_e6b7d31f,Quest Books
res_partner_1582_0a20cacf, Questions
res_partner_504_895bee47,Quill (HarperCollins)
res_partner_1821_26cfc45a,R. A. MacAvoy
res_partner_68_b3c78275,R. J. Kaiser
res_partner_1773_757f7b9a,R. L. Stine
res_partner_1024_74521ab0,R. W. Holder
res_partner_314_e44aa755,RAY BRADBURY
res_partner_1192_5bea1b34,RICHARD NORTH PATTERSON
res_partner_416_81c2b4db,ROALD DAHL
res_partner_1142_81aa1872,ROBERT S. MCELVAINE
res_partner_1634_9599ae01,ROBERT T. BAKKER
res_partner_2055_0095db69,RUSSELL MARTIN
res_partner_1507_997d2abb,Rachel Cohn
res_partner_258_25643adb,Rachel Harris
res_partner_1509_85fc7668,Rachel Naomi Remen M.D.
res_partner_1121_b29fc975,Rachel Roberts
res_partner_1644_d2e83f74,Rachel Simon
res_partner_2036_8944a939,Rafael Reig
res_partner_1818_f3f6cd91, Rainey Rainey 
res_partner_1306_d0150692,Ralph Ellison
res_partner_1786_3e3216ea,Randall Rothenberg
res_partner_1641_21e34040,Randall Wallace
res_partner_57_53222f0f,Random House
res_partner_1964_b49d92c6,Random House (Merchandising)
res_partner_1288_6c9a6254,Random House Books for Young Readers
res_partner_765_62040bf0,Random House Canada
res_partner_1074_90249522,Random House Children's Books
res_partner_1086_1eef2072,Random House Childrens Books
res_partner_420_64624f86,Random House Inc
res_partner_99_d0a66811,Random House Trade Paperbacks
res_partner_1926_55289688,Random House UK Ltd (A Division of Random House Group)
res_partner_2077_db3fc40e,Random House Value Pub
res_partner_731_7e6cb68f,Random House Value Publishing
res_partner_1194_ee6b3e6f,"Random House, Inc."
res_partner_1331_dbf62c1f,Randy Alcorn
res_partner_1268_6e0644db,Ravensburger Buchverlag Otto Maier GmbH
res_partner_318_2d3bf7aa,Ray Bradbury
res_partner_320_2c18bc03,Raymond Chandler
res_partner_1640_787d71d9,Raymond Cloutier
res_partner_946_5c67d1c8,Raymond Radiguet
res_partner_498_051f86f5,Reader's Digest
res_partner_694_a68565a8,Readers Digest
res_partner_545_4f27d664,Readers Digest Assn
res_partner_1384_118adc8c,Reay Tannahill
res_partner_1832_faa1c269,Rebecca Godfrey
res_partner_254_33c9ecb2,Rebecca Wells
res_partner_1219_500e5066,Rebecca Winters
res_partner_1149_04f7021e,Red Dress Ink
res_partner_309_eae7d99f,Regal Books
res_partner_384_1ebb1cd3,Regan Books
res_partner_1536_1366174b,Reidar Jonsson
res_partner_921_9353abce,Rena Kornreich Gelissen
res_partner_332_1495a803,Renan Demirkan
res_partner_941_70e8ccb1,Rene Barjavel
res_partner_1769_f2e7c804,Replica Books
res_partner_1162_6ea0ea05,Reston Pub. Co
res_partner_546_9f29f732,Rex Stout
res_partner_1642_c6fdbb9f,Rhoda Huffey
res_partner_94_47b386f8,Rich Shapero
res_partner_659_dfa1bc6f,Richard A. Lupoff
res_partner_1724_f37b1ef9,Richard Awlinson
res_partner_568_708a199b,Richard Bach
res_partner_889_00b1f1fc,Richard Bausch
res_partner_1093_9e8eecc2,Richard Belzer
res_partner_1021_b5dd5a75,Richard Brassey
res_partner_44_cc67c88c,Richard Bruce Wright
res_partner_1223_6b9841a4,Richard Burton
res_partner_2088_3e8d8999,Richard Dalby
res_partner_1706_7a1b3d9f,Richard George Adams
res_partner_1636_623372fe,Richard Moran
res_partner_107_6618b44f,Richard North Patterson
res_partner_973_e2c248b5,Richard Paul Evans
res_partner_1184_5e64227c,Richard Peck
res_partner_680_c74d07a0,Richard Russo
res_partner_576_a7845ab7,Richard Webster
res_partner_264_4dc2d5ee,Richard Zimler
res_partner_1841_084c4847,Rick Davis
res_partner_1805_dc759363,Rikki Ducornet
res_partner_1057_8da0f636,Rising Tide Press (AZ)
res_partner_499_847c50e3,Rita Chapman Works
res_partner_1484_4bd93084,Rita Mae Brown
res_partner_75_7875923d,River City Pub
res_partner_454_a1d1a07d,Riverhead Books
res_partner_1857_dd1a8e3f,Rizzoli Publications
res_partner_526_9fffbc6e,Roald Dahl
res_partner_643_5bcbc54b,Robert A Johnson
res_partner_174_fc7d5734,Robert A. Heinlein
res_partner_1494_30583dba,Robert Asprin
res_partner_2043_7d8173b5,Robert Atkins
res_partner_497_32dd241b,Robert B. Parker
res_partner_1627_92b39e61,Robert Bloch
res_partner_1985_e4b2ec3d,Robert Charles Wilson
res_partner_54_0d7dc8e4,Robert Cowley
res_partner_213_c62f2696,Robert G. Allen
res_partner_74_7c2b6b75,Robert Hendrickson
res_partner_256_e0144c2d,Robert James Waller
res_partner_1917_3503dcbc,Robert K. Tanenbaum
res_partner_709_3539d1d8,Robert Lacey
res_partner_1872_46bb533b,Robert Louis Stevenson
res_partner_2078_ba4daee0,Robert Ludlum
res_partner_139_091b7e74,Robert Penn Warren
res_partner_1538_6872b2f4,Robert Reilly
res_partner_347_1bbc0ca7,Robert S. Levinson
res_partner_1968_9a69b4ef,Robert S. Root-Bernstein
res_partner_210_271b5b3c,Robert T. Kiyosaki
res_partner_495_0ee9308d,Robert Westall
res_partner_743_6ba98eea,Roberto Juarroz
res_partner_1106_57244727,Roberto Vecchioni
res_partner_1848_bb617c1a,Robertson Davies
res_partner_1980_49c77a33,Robin A. White
res_partner_813_56aaf9ba,Robin Cook
res_partner_1391_5ba2dfa5,Robin McKinley
res_partner_90_24b78e62,Robynn Clairday
res_partner_287_f13252a0,Roc
res_partner_2056_e87d368f,Roger D. Masters
res_partner_1558_07330b2d,Roger E. Allen
res_partner_602_37e4a605,Roland Warren
res_partner_1869_24d39d2d,Ron L. Hubbard
res_partner_1772_7fd5582a,Ros Stanley
res_partner_2060_9a703d8e,Ross King
res_partner_1040_5df7ca0b,Routledge
res_partner_953_1bbc9976,Rowohlt
res_partner_337_a800539e,Rowohlt Tb.
res_partner_335_117e67a7,"Rowohlt, Reinbek"
res_partner_251_77bde741,Roy
res_partner_1173_a96ec575,Rush H.
res_partner_785_52db395e,Russell Banks
res_partner_1847_8e97476a,Russell L. Ford
res_partner_1962_41dcccb6,Ruth Gordon
res_partner_389_31b6dbcb,Ruth Rendell
res_partner_83_4cd9f6b1,Ryland Peters &amp
res_partner_1714_8f789f72,SANDOR MARAI
res_partner_1339_b7f0a19d,SANDRA CISNEROS
res_partner_831_1164e1db,SHARYN MCCRUMB
res_partner_424_fd18ee63,SOPHIE KINSELLA
res_partner_1482_be544e63,STEPHEN FRIED
res_partner_1135_512468e6,STEPHEN R. DONALDSON
res_partner_1699_0bc99a35,SUE MARGOLIS
res_partner_151_4a386f7b,SUZANNE FISHER STAPLES
res_partner_1215_3eabdf19,Sagebrush Bound
res_partner_637_a26243b5,Salamandra
res_partner_2054_e024a342,Salley Vickers
res_partner_995_1498e54e,Sally Mandel
res_partner_1950_e18dae66,Sally Rains
res_partner_1549_cede4872,Salman Rushdie
res_partner_666_0af2499a,Sam Bobrick
res_partner_1924_679ebafe, Sam Sawnoff (New York Review Children's Collection)
res_partner_1878_bc846684,Sam Siciliano
res_partner_1316_3b2291b4,Samuel Richardson
res_partner_786_d86874c2,Samuel Taylor Coleridge
res_partner_2014_2cea27c4,Sandra  Waddock
res_partner_226_a1d94c23,Sandra Brown
res_partner_648_959d18e7,Sandra Dallas
res_partner_1233_d11105aa,Sandra Field
res_partner_181_5e712435,Sandra Levy Ceren
res_partner_1077_baf06a10,Sara Orwig
res_partner_894_3a3d2966,Sara Paretsky
res_partner_882_6d8a9574,Sarah Ban Breathnach
res_partner_729_51fdc954,Sarah Orne Jewett
res_partner_189_13209cac,Sarah Payne Stuart
res_partner_501_22cef43b,Sarah Waters
res_partner_1467_4158f1b4,SauerlÃƒ?Ã‚Â¤nder
res_partner_1596_8058205b,Saul Bellow
res_partner_755_eb149cea,Saunders College Publishing
res_partner_1729_e21e03ee,Scarlet Books
res_partner_316_c90c0a97,Schiller
res_partner_761_93a081b9,Schocken Books
res_partner_89_457a0835,Scholastic
res_partner_860_a48bc245,Scholastic Inc
res_partner_1122_08fe3c20,Scholastic Paperbacks
res_partner_470_1a37d973,Scholastic Paperbacks (Mm)
res_partner_1556_17bfcdbd,Scholastic Point
res_partner_1554_e8dea93e,Scholastic Press
res_partner_842_c6b74355,"Scholastic, Inc."
res_partner_573_414c3f44,Scott
res_partner_1725_365bd445,Scott Ciencin
res_partner_1720_f584c57c,Scott O'Dell
res_partner_932_25ed8308,Scott Spencer
res_partner_56_a1ae95a8,Scott Turow
res_partner_1900_9b655eb8,Scott Walker
res_partner_59_7e0ff705,Scribner
res_partner_540_279ba422,Scribner Paper Fiction
res_partner_1698_892381c0,Sebastian Faulks
res_partner_456_51855e88,Sebastian Junger
res_partner_1791_e6756cf2,Sebastiano Vassalli
res_partner_1003_26db19f2,Seuil
res_partner_1834_7acd243d, Sewing Circle
res_partner_1326_14433234,Shambhala
res_partner_833_3b70ffc5,Shana Corey
res_partner_1349_e583ebb8,Shannon Olson
res_partner_1933_4da4a1c2,Sharon Creech
res_partner_1201_7eabdd28,Sharon Lamb
res_partner_866_5a366121,Sharyn McCrumb
res_partner_66_4214bc91,Sheila Heti
res_partner_1594_7faa8aa7,Sheila O'Connor
res_partner_1942_7d9b4452,Shel Arensen
res_partner_1307_bf460741,Shel Silverstein
res_partner_1116_c326bd93,Shelly R. Roberts
res_partner_1701_11e5b457,Sheri Holman
res_partner_1287_79165059,Sheri S. Tepper
res_partner_1342_d2668fd3,Sherry Garland
res_partner_1206_007887a0,Sherry Shahan
res_partner_2075_39366c66,Sherwood Kiraly
res_partner_1213_998c2c7d,Shirlee Busbee
res_partner_288_30c64ac8,Shirley Rousseau Murphy
res_partner_707_24e163f0,Sidney Sheldon
res_partner_428_6466fb69,Signet
res_partner_169_5a2f0c0c,Signet Book
res_partner_426_6df90f57,Signet Classics
res_partner_1399_e843a2f0,Sigrid Nunez
res_partner_581_a97b4ca1,Silhouette
res_partner_186_6f04524c,Simon &amp
res_partner_206_7d460e79,Simon Mawer
res_partner_642_738ba03f,Simon Nye
res_partner_305_21f00b6c,Simon Pulse
res_partner_1109_46a8a74e,Simon Schama
res_partner_696_2273659d,Simon Schuster Trade
res_partner_1202_2093c43d,Sir Arthur Conan Doyle
res_partner_1611_494b4fee,Skylark
res_partner_1646_8af313fe,Small Beer Press
res_partner_1411_993d7494,Smithmark Pub
res_partner_1784_8ce69920,Smithsonian Inst Pr
res_partner_674_d4d4799d,Soho Press
res_partner_1502_b3012b31,Sophie Kinsella
res_partner_272_c5dc49ff,Soren Kierkegaard
res_partner_984_fec6b7f1,Sourcebooks Landmark
res_partner_1025_2b411813,Southwater Publishing
res_partner_591_3c8d4d2a,Spalding Gray
res_partner_1600_3fa70708,Speak
res_partner_313_a3627837,Spectra
res_partner_460_00d3cade,Spectra Books
res_partner_145_c22eb09b,Speed Graphics
res_partner_886_cc4a461d,Spencer Johnson
res_partner_1996_ead51ac5, Spicy Cookbook
res_partner_1434_0a59e8a3,Spider Robinson
res_partner_791_35e016cb,St Martins Pr
res_partner_405_374922f8,St. Martin's Griffin
res_partner_858_dceddeaf,St. Martin's Minotaur
res_partner_489_f432c930,St. Martin's Paperbacks
res_partner_160_e8e9673e,St. Martin's Press
res_partner_1757_297d1478,Stan Berenstain
res_partner_1487_2c8a5705,Stan Lee
res_partner_897_ec87639c,Stanley Morison
res_partner_221_a1ce36b3,Star Trek
res_partner_474_4e04f636,Starfire
res_partner_2046_0cbffb25,Starscape Books
res_partner_1689_4354c6a2,State University of New York Press
res_partner_1157_6e03aced,Steeple Hill
res_partner_1218_399a7c10,Stefanie Scott
res_partner_1856_85fcb10d,Stefano Benni
res_partner_187_c12a51c8,Stel Pavlou
res_partner_952_560cb7ff,Sten Nadolny
res_partner_101_31ad21a3,Stephan Jaramillo
res_partner_2027_da9c5e62,Stephanie Coontz
